Uid,NickName,Username,Country,룰렛 Id,룰렛 제목,컬렉션 룰렛,컬렉션 룰렛 천장 기댓값,총 룰렛 하트 수,총 룰렛 도전 횟수,총 유니크 팬 룰렛 도전 횟수,총 컬렉션 룰렛 완성 유저 수,룰렛 가격(평균 룰렛 도전 하트 수),평균 룰렛 도전 횟수,평균 유니크 팬 룰렛 도전 하트 수,평균 컬렉션 룰렛 완성을 위한 플레이 횟수
"6350491073314816","미사키🌺","misakiii_00","KR","4698379188895744","얼공꼭까 컬렉션💞","true","60","250","5","3","0","50","1.67","83.33","0"
"4707867975090176","일탈 H-cup🍼유부녀","hbbxx_0727","KR","6085339371470848","🍌HOLIDAY 🥵 HOT MOM 🔞","true","40","250","5","3","0","50","1.67","83.33","0"
"5328804219387904","Mana","Manasirinat","TH","6425118663442432","Mana Lucky Spin 💋","true","30","250","5","4","0","50","1.25","62.5","0"
"6466935121051648","Ruis🇯🇵","otaku_ruis","JP","4574157175193600","2026 Happy New Bathtab","true","170","250","25","7","0","10","3.57","35.71","0"
"5879275503812608","Angel娘娘","angel520jay","MY","5205391953821696","FREE 3 DAYS!!!!😈 ","false","0","246","41","7","0","6","5.86","35.14","0"
"5310390067200000","女友小龜> <","huinnxx_","TW","5786842231406592","男友們的聖誕驚喜🥰","true","60","240","16","3","0","15","5.33","80","0"
"6356192360005632","루아","milkuyu","KR","5088611457499136","우아루아","false","0","240","8","4","0","30","2","60","0"
"4763773593518080","채솔 Ssolar","chaessol_","KR","5597706375593984","꽝없는 란제리 화보 룰렛👙 ","true","230","236","4","2","0","59","2","118","0"
"6571247895642112","piaw","piaw_44","TH","5879925992259584","รูเล็ตคอลเลกชัน","true","20","225","15","4","1","15","3.75","56.25","12"
"6241160211398656","Suzu","o_15__u","JP","5933351451164672","すずのクリスマスルーレット🎄","true","40","210","7","3","0","30","2.33","70","0"
"4791909651513344","살랑이","dodore75","KR","6541011590512640","살랑이 속옷🔞컬렉션","true","10","210","7","2","2","30","3.5","105","3.5"
"6072254800658432","baby 베이비 👅","babycka","KR","5164717640450048","Hot","false","0","200","2","1","0","100","2","200","0"
"5052980456652800","妍妍｜クロエ💋𝒞𝒽𝓁𝑜𝑒🌹","xinyan621","TW","5674935549886464","想要色色嗎？❤️‍🔥","true","400","200","20","5","0","10","4","40","0"
"4618902449618944","서하 SEOHA🪄🪽🐰","seo_H_a","KR","6040058214940672","구독권 룰렛🗝️🖤","true","3000","198","2","2","0","99","1","99","0"
"6554877098655744","레이💋","reiiii","KR","4945362621235200","한달 통화 티켓📞","true","30010","180","2","1","0","90","2","180","0"
"6062167038296064","민댕댕","mindaeng","KR","5265089604288512","민댕의 몸을 살펴볼까?🙈","true","30","180","6","1","0","30","6","180","0"
"5671899241447424","대만Karina啾啾🎀쮸쮸","chu5299","TW","4852753127112704","新春啾要旺🧨","true","110","180","18","4","0","10","4.5","45","0"
"6515400280965120","菈小菈","lalalalala0730","TW","5618361011732480","🍈&🐻","true","20","160","8","3","1","20","2.67","53.33","6"
"6736647941193728","miyu 💜","love_miyu","KR","4957346838282240","2월 식데 룰렛","true","490","150","3","2","0","50","1.5","75","0"
"6740977193779200","しらほしなつみ","natsumi0913","JP","5010719105024000","お着替えルーレット","true","90","150","5","2","0","30","2.5","75","0"
"6705554081513472","송현","songhyeon","KR","6087367409729536","Songhyeon's LUCKY Roullet🤎","true","90","145","5","2","0","29","2.5","72.5","0"
"5250372113465344","Abify99☆Cosplay","abify99","TH","4620920254824448","SEXY COW","true","10","140","4","1","1","35","4","140","4"
"5262278641516544","도희🔥","do_ohee","KR","5108988673982464","🎡영상 제작 룰렛🎡","true","200","140","7","3","0","20","2.33","46.67","0"
"4543718782861312","도아🍑","deepwater09","GB","5889674046537728","무료 영통을 뽑아봐😍","false","0","120","2","1","0","60","2","120","0"
"4748831059279872","小喵的喵","Miaoh123308","TW","6740213914337280","集滿喵喵驚喜","true","40","120","4","1","0","30","4","120","0"
"5302477655310336","ここあさま","kokoasama","JP","5849029733974016","ここあさまのデザートルーレット🍫🍭","true","60","120","4","2","0","30","2","60","0"
"5637642425532416","Yomi 🎀よみ","yominokuni_chan","JP","4838623502204928","🎀Secret Spin🎀","false","0","120","4","2","0","30","2","60","0"
"6054593144487936","배서윤","suzynyanya","KR","4978232777703424","꽝없는 매운맛 룰렛 🥵","false","0","100","1","1","0","100","1","100","0"
"5043394097381376","연우","Yeon_woo","KR","6628587613650944","연우 스페셜 룰렛 🎀","true","1140","100","1","1","0","100","1","100","0"
"5381637246484480","리사","kkor5981","KR","4578024893906944","리사 맛보기💋","true","30","100","2","1","0","50","2","100","0"
"4576363277385728","시유🫧","siyou1004","KR","5896991878086656","Hot🔥🔞","false","0","99","1","1","0","99","1","99","0"
"6107052348997632","🇯🇵MomoAkiba あきばもも","Momo0312","JP","6166523220787200","もも禁断コンプルーレット❤️‍🔥","true","150","90","3","1","0","30","3","90","0"
"4837930550099968","霜月めあ/Mea Shimotsuki","meameachan","JP","5112579778347008","メアサンタルーレット💝","true","90","90","3","2","0","30","1.5","45","0"
"4840921009029120","진소람","solamjin2020","KR","5790637253001216","✨소람이 팬미팅👉❤👈","false","0","87","3","1","0","29","3","87","0"
"5947099806105600","ยูจิน 🌸","xx.jen_n","TH","4554146830286848","รูเล็ตคอลเลกชัน","true","60","80","4","4","0","20","1","20","0"
"5900667665448960","탑체리","top.cherry","KR","5930604995739648","탑체리랑 침대에서 🍒","true","30","75","3","1","0","25","3","75","0"
"5799857459757056","벨리스(veliss)🧡","esthichoi","KR","6389044847247360","벨리의 수위🥵","true","370","70","2","1","0","35","2","70","0"
"5072927003836416","邱默默🎀Petite Momo","tngnlo","TW","5054634004774912","壽星的小秘密🎁 Birthday Heat","true","120","70","7","4","0","10","1.75","17.5","0"
"6479541298200576","Gieawgoii","gieawgoii","TH","5410263533813760","รูเล็ตคอลเลกชัน🫶🏻","true","120","70","7","4","0","10","1.75","17.5","0"
"4879422705238016","가영이🐮","yoonkang","KR","6080034495463424","🔞[2월룰렛] 영상 메일제공 꽝없음🔞","true","400","69","1","1","0","69","1","69","0"
"5471747361144832","오하임","ZRATnURZF3","KR","6141529027706880","비하임드 ","false","0","60","1","1","0","60","1","60","0"
"6642765529677824","연숙이😺","ss22ss22_69_","KR","6703441436147712","1번씩만 뽑으면 올탈10장❤","true","20","60","3","3","0","20","1","20","0"
"6054315144970240","daniel🧐","Hey_Danny","TH","5237861503926272","돌려라 돌려 돌림 pop🎉","false","0","50","1","1","0","50","1","50","0"
"5506120572272640","냥쮸","meowzzu","KR","5939383862755328","Secret Gift 🍫","true","180","50","1","1","0","50","1","50","0"
"5433611378688000","きなこもち🍑Kinakomochi🍑","k1nakoM","JP","4926670420246528","冬のドキドキタイム…⛄️💗","true","50","42","42","3","2","1","14","14","19"
"6287394644099072","주디 Judy","aestas","KR","5357547210080256","주디 사진 보고가요🐰","false","0","40","2","1","0","20","2","40","0"
"6426510271643648","단비","_Vo__Vo_","KR","6426211812311040","All 기모노영상✨","true","20","40","1","1","0","40","1","40","0"
"5366268273950720","Hime 😍","himexinhiu","VN","4792557176553472","This Month’s Hot Reveal 💋","true","400","39","1","1","0","39","1","39","0"
"6054315144970240","daniel🧐","Hey_Danny","TH","6610304701235200","LikeyPop👅","true","50","30","1","1","0","30","1","30","0"
"6657467004157952","yutori🐹","ham.cheese123","JP","6251811850878976","yutoriと旅館デート🐹💕","true","170","30","1","1","0","30","1","30","0"
"6340347406385152","다영이❤","Dayoung_99","KR","5914909180362752","다영이 신음소리❤사진은 3장씩😘","false","0","30","1","1","0","30","1","30","0"
"5789869268992000","まめだいふく/mamedaifuku","poyodaifukuya","JP","6014277224955904","まめだいちゃんとクリスマス🎄🌟","true","40","25","1","1","0","25","1","25","0"
"6261093082267648","鈴木双葉🌱","Suzuki_Futaba","JP","5679015332610048","ふたば カラフルルーレット🌈","true","200","22","22","5","0","1","4.4","4.4","0"
"4671299503587328","Ma.muay","Ma.muay","TH","4951418084720640","รูเล็ตคอลเลกชัน🎁","true","100","20","1","1","0","20","1","20","0"
"6041688328699904","Tongbunny","Tongbunny","TH","4688560415506432","รูเล็ตคอลเลกชัน","true","30","20","1","1","0","20","1","20","0"
"6727260870868992","번이ㅎㅅㅎ","bunnyrf","KR","6285266408112128","룰렛 맹들어요 이름은 30글자만 ","false","0","8","8","1","0","1","8","8","0"
"5372304173498368","커빙","TnxnBNEiE4","KR","4561503475924992","컵이의컬렉션룰렛🧡","true","20","8","8","1","1","1","8","8","8"
"6727260870868992","번이ㅎㅅㅎ","bunnyrf","KR","6089624687673344","실물만","false","0","2","2","1","0","1","2","2","0"
"6727260870868992","번이ㅎㅅㅎ","bunnyrf","KR","4646684757000192","룰렛이름을적어요ㅎㅎㅎ","false","0","2","2","1","0","1","2","2","0"
"6727260870868992","번이ㅎㅅㅎ","bunnyrf","KR","4552866128920576","테스트ㅎㅎㅎ","true","100","1","1","1","0","1","1","1","0"
